Unnamed: 0,Source_ID,Target_ID,Source_Mol,Target_Mol,Source_Mol_pCMC,Target_Mol_pCMC,Delta_pCMC,Source_Mol_Area_min,Target_Mol_Area_min,Delta_Area_min,Source_Mol_AW_ST_CMC,Target_Mol_AW_ST_CMC,Delta_AW_ST_CMC
257,compound_83,compound_82,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCC,5.6382721639824105,5.67778070526608,"(-0.1, 0.1]",0.992235779762268,0.8668643832206729,no_change,41.548957824706996,40.3150062561035,no_change
258,compound_88,compound_85,CCCCCCCCCCCCC(O)[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,CCCCCCCCCCCCC(O)CCO,3.72101788313456,4.69279336929321,"(0.9, 1.1]",0.4320532381534579,0.300029546022415,no_change,30.834463119506804,26.3,no_change
260,compound_93,compound_94,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,5.0,5.045757490560679,"(-0.1, 0.1]",0.436878770589828,0.48,no_change,32.4016799926758,34.0,no_change
261,compound_99,compound_98,CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCC,5.769551078621732,5.779891911959949,"(-0.1, 0.1]",0.44,0.38,no_change,33.0,32.0,no_change
262,compound_221,compound_338,CCCCCCCCOCC(O)CO,CCCCCCCC(O)CO,2.23702150913226,2.30980391997149,"(-0.1, 0.1]",0.310876071453094,0.32,no_change,25.8095703125,26.7,no_change
264,compound_221,compound_48,CCCCCCCCOCC(O)CO,CCCCCCCCCC(O)CO,2.23702150913226,2.63808338133136,"(0.3, 0.5]",0.310876071453094,0.22382488846778892,no_change,25.8095703125,24.110853195190398,no_change
265,compound_221,compound_60,CCCCCCCCOCC(O)CO,CCCCCCCCCCC(O)CO,2.23702150913226,3.74496883665445,"(1.5, 1.7]",0.310876071453094,0.26,no_change,25.8095703125,22.5,no_change
267,compound_398,compound_221,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCC(O)CO,2.23657200643706,2.23702150913226,"(-0.1, 0.1]",0.32,0.310876071453094,no_change,24.5,25.8095703125,no_change
268,compound_397,compound_221,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCOCC(O)CO,2.23657200643706,2.23702150913226,"(-0.1, 0.1]",0.459313869476318,0.310876071453094,no_change,28.9949760437012,25.8095703125,no_change
269,compound_220,compound_221,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOCC(O)CO,2.1739900222089,2.23702150913226,"(-0.1, 0.1]",0.503244996070862,0.310876071453094,no_change,28.7951927185059,25.8095703125,no_change
270,compound_221,compound_223,CCCCCCCCOCC(O)CO,CCCCCCCCOCCOCCOCCO,2.23702150913226,2.30980391997149,"(-0.1, 0.1]",0.310876071453094,0.32,no_change,25.8095703125,27.0,no_change
271,compound_221,compound_406,CCCCCCCCOCC(O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.23702150913226,3.42021640338319,"(1.1, 1.3]",0.310876071453094,0.44,no_change,25.8095703125,34.8,low->high
272,compound_221,compound_407,CCCCCCCCOCC(O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,2.23702150913226,2.744727494896689,"(0.5, 0.7]",0.310876071453094,0.42,no_change,25.8095703125,29.3,no_change
273,compound_221,compound_408,CCCCCCCCOCC(O)CO,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,2.23702150913226,2.92081875395238,"(0.5, 0.7]",0.310876071453094,0.46,no_change,25.8095703125,33.0,low->high
289,compound_295,compound_27,CCOCCOCCOCCOCCOCCOC(O)C(CC)CC,CCCC(CCC)C(O)OCCOCCOCCOCCOCCOCC,1.0,1.6382721639824098,"(0.5, 0.7]",0.657604157924652,0.663422763347626,no_change,32.6958541870117,31.3071098327637,no_change
290,compound_294,compound_27,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCC(CCC)C(O)OCCOCCOCCOCCOCCOCC,0.0409586076789063,1.6382721639824098,"(1.5, 1.7]",0.710170865058899,0.663422763347626,no_change,33.347827911377,31.3071098327637,no_change
291,compound_294,compound_37,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCCCCCC(O)OCCOCCOCCOCCOCC,0.0409586076789063,2.0362121726544498,"(1.9, 2.1]",0.710170865058899,0.655966341495514,no_change,33.347827911377,29.861690521240202,high->low
292,compound_294,compound_52,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCCCCCCCC(O)OCCOCCOCCOCC,0.0409586076789063,3.1674910872937594,"(3.1, 3.3]",0.710170865058899,0.43360248208046,high->low,33.347827911377,28.1235008239746,high->low
293,compound_294,compound_53,CCOCCOCCOCCOCCOCCOC(O)C(C)C,CCCCCCCCCC(O)OCCOCCOCCOCCOCC,0.0409586076789063,3.11918640771921,"(2.9, 3.1]",0.710170865058899,0.513416767120361,high->low,33.347827911377,29.0550880432129,high->low
294,compound_55,compound_61,CCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,CCCCCCCCCCC(O)OCCOCCOCCOCCOCCOCCOCCOCC,3.0,3.52287874528034,"(0.5, 0.7]",0.7,0.621244549751282,no_change,35.6,34.7784805297852,no_change
295,compound_422,compound_410,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0,"(0.7, 0.9]",0.5300022363662721,0.451528549194336,no_change,30.645309448242198,30.0,no_change
296,compound_412,compound_422,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.23657200643706,"(-0.1, 0.1]",0.4986629486083979,0.5300022363662721,no_change,33.2,30.645309448242198,high->low
297,compound_419,compound_422,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.23657200643706,"(0.3, 0.5]",0.524360358715057,0.5300022363662721,no_change,30.0,30.645309448242198,no_change
298,compound_423,compound_422,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,1.23657200643706,"(0.3, 0.5]",0.5367465019226071,0.5300022363662721,no_change,30.1434478759766,30.645309448242198,no_change
299,compound_422,compound_420,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.42021640338319,"(0.1, 0.3]",0.5300022363662721,0.505884647369385,no_change,30.645309448242198,30.285623550415,no_change
300,compound_422,compound_421,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.33724216831843,"(0.1, 0.3]",0.5300022363662721,0.5006063580512999,no_change,30.645309448242198,29.7461433410645,no_change
301,compound_423,compound_410,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.0,"(1.1, 1.3]",0.5367465019226071,0.451528549194336,no_change,30.1434478759766,30.0,no_change
302,compound_423,compound_412,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,1.23657200643706,"(0.3, 0.5]",0.5367465019226071,0.4986629486083979,no_change,30.1434478759766,33.2,low->high
303,compound_423,compound_419,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,0.920818753952375,"(0.1, 0.3]",0.5367465019226071,0.524360358715057,no_change,30.1434478759766,30.0,no_change
304,compound_423,compound_420,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,1.42021640338319,"(0.5, 0.7]",0.5367465019226071,0.505884647369385,no_change,30.1434478759766,30.285623550415,no_change
305,compound_423,compound_421,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,1.33724216831843,"(0.5, 0.7]",0.5367465019226071,0.5006063580512999,no_change,30.1434478759766,29.7461433410645,no_change
306,compound_423,compound_413,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.0268721464003,"(1.1, 1.3]",0.5367465019226071,0.456707417964935,no_change,30.1434478759766,29.8695068359375,no_change
307,compound_423,compound_411,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.0362121726544498,"(1.1, 1.3]",0.5367465019226071,0.36,no_change,30.1434478759766,29.496780395507802,no_change
308,compound_423,compound_396,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.17392519729917,"(1.3, 1.5]",0.5367465019226071,0.49,no_change,30.1434478759766,29.520940780639602,no_change
309,compound_423,compound_392,CCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.7447274948966941,2.67778070526608,"(1.9, 2.1]",0.5367465019226071,0.57,no_change,30.1434478759766,29.681543350219695,no_change
310,compound_420,compound_410,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.0,"(0.5, 0.7]",0.505884647369385,0.451528549194336,no_change,30.285623550415,30.0,no_change
311,compound_412,compound_420,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.42021640338319,"(0.1, 0.3]",0.4986629486083979,0.505884647369385,no_change,33.2,30.285623550415,high->low
312,compound_421,compound_420,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,1.42021640338319,"(-0.1, 0.1]",0.5006063580512999,0.505884647369385,no_change,29.7461433410645,30.285623550415,no_change
313,compound_421,compound_410,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.0,"(0.5, 0.7]",0.5006063580512999,0.451528549194336,no_change,29.7461433410645,30.0,no_change
314,compound_412,compound_421,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,1.33724216831843,"(0.1, 0.3]",0.4986629486083979,0.5006063580512999,no_change,33.2,29.7461433410645,high->low
315,compound_419,compound_421,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,1.33724216831843,"(0.3, 0.5]",0.524360358715057,0.5006063580512999,no_change,30.0,29.7461433410645,no_change
316,compound_421,compound_413,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.0268721464003,"(0.5, 0.7]",0.5006063580512999,0.456707417964935,no_change,29.7461433410645,29.8695068359375,no_change
317,compound_421,compound_411,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.0362121726544498,"(0.5, 0.7]",0.5006063580512999,0.36,no_change,29.7461433410645,29.496780395507802,no_change
318,compound_421,compound_396,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.17392519729917,"(0.7, 0.9]",0.5006063580512999,0.49,no_change,29.7461433410645,29.520940780639602,no_change
319,compound_421,compound_392,CCCCCSC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.33724216831843,2.67778070526608,"(1.3, 1.5]",0.5006063580512999,0.57,no_change,29.7461433410645,29.681543350219695,no_change
320,compound_410,compound_413,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.0268721464003,"(-0.1, 0.1]",0.451528549194336,0.456707417964935,no_change,30.0,29.8695068359375,no_change
321,compound_419,compound_413,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.0268721464003,"(1.1, 1.3]",0.524360358715057,0.456707417964935,no_change,30.0,29.8695068359375,no_change
322,compound_422,compound_413,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0268721464003,"(0.7, 0.9]",0.5300022363662721,0.456707417964935,no_change,30.645309448242198,29.8695068359375,no_change
323,compound_420,compound_413,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.0268721464003,"(0.5, 0.7]",0.505884647369385,0.456707417964935,no_change,30.285623550415,29.8695068359375,no_change
324,compound_412,compound_411,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0362121726544498,"(0.7, 0.9]",0.4986629486083979,0.36,no_change,33.2,29.496780395507802,high->low
325,compound_419,compound_411,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.0362121726544498,"(1.1, 1.3]",0.524360358715057,0.36,no_change,30.0,29.496780395507802,no_change
326,compound_422,compound_411,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.0362121726544498,"(0.7, 0.9]",0.5300022363662721,0.36,no_change,30.645309448242198,29.496780395507802,no_change
327,compound_420,compound_411,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.0362121726544498,"(0.5, 0.7]",0.505884647369385,0.36,no_change,30.285623550415,29.496780395507802,no_change
328,compound_413,compound_411,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.0362121726544498,"(-0.1, 0.1]",0.456707417964935,0.36,no_change,29.8695068359375,29.496780395507802,no_change
329,compound_410,compound_396,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.17392519729917,"(0.1, 0.3]",0.451528549194336,0.49,no_change,30.0,29.520940780639602,no_change
330,compound_412,compound_396,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.17392519729917,"(0.9, 1.1]",0.4986629486083979,0.49,no_change,33.2,29.520940780639602,high->low
331,compound_419,compound_396,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.17392519729917,"(1.1, 1.3]",0.524360358715057,0.49,no_change,30.0,29.520940780639602,no_change
332,compound_422,compound_396,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.17392519729917,"(0.9, 1.1]",0.5300022363662721,0.49,no_change,30.645309448242198,29.520940780639602,no_change
333,compound_420,compound_396,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.17392519729917,"(0.7, 0.9]",0.505884647369385,0.49,no_change,30.285623550415,29.520940780639602,no_change
334,compound_413,compound_396,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.17392519729917,"(0.1, 0.3]",0.456707417964935,0.49,no_change,29.8695068359375,29.520940780639602,no_change
335,compound_411,compound_396,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0362121726544498,2.17392519729917,"(0.1, 0.3]",0.36,0.49,no_change,29.496780395507802,29.520940780639602,no_change
336,compound_396,compound_398,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCOC[C@@H](O)CO,2.17392519729917,2.23657200643706,"(-0.1, 0.1]",0.49,0.32,no_change,29.520940780639602,24.5,no_change
337,compound_410,compound_392,CCCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0,2.67778070526608,"(0.5, 0.7]",0.451528549194336,0.57,no_change,30.0,29.681543350219695,no_change
338,compound_412,compound_392,CCCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.67778070526608,"(1.3, 1.5]",0.4986629486083979,0.57,no_change,33.2,29.681543350219695,high->low
339,compound_419,compound_392,CCCCCOC(=O)C([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,0.920818753952375,2.67778070526608,"(1.7, 1.9]",0.524360358715057,0.57,no_change,30.0,29.681543350219695,no_change
340,compound_422,compound_392,CCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.23657200643706,2.67778070526608,"(1.3, 1.5]",0.5300022363662721,0.57,no_change,30.645309448242198,29.681543350219695,no_change
341,compound_420,compound_392,CCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,1.42021640338319,2.67778070526608,"(1.1, 1.3]",0.505884647369385,0.57,no_change,30.285623550415,29.681543350219695,no_change
342,compound_413,compound_392,CCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0268721464003,2.67778070526608,"(0.5, 0.7]",0.456707417964935,0.57,no_change,29.8695068359375,29.681543350219695,no_change
343,compound_411,compound_392,CCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.0362121726544498,2.67778070526608,"(0.5, 0.7]",0.36,0.57,no_change,29.496780395507802,29.681543350219695,no_change
344,compound_396,compound_392,CCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,CCCCCCCCCOC([C@@H](O)C(O)[C@@H](O)CO)[C@@H](O)CO,2.17392519729917,2.67778070526608,"(0.5, 0.7]",0.49,0.57,no_change,29.520940780639602,29.681543350219695,no_change
345,compound_265,compound_414,CCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.02701077314465,2.17392519729917,"(0.1, 0.3]",0.524375081062317,0.5,no_change,28.626230239868196,25.1,no_change
346,compound_266,compound_414,CCCCCCOCCOCCOCCO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.0,2.17392519729917,"(1.1, 1.3]",0.726727545261383,0.5,high->low,30.4,25.1,no_change
347,compound_416,compound_414,CCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.99139982823808,2.17392519729917,"(0.1, 0.3]",0.66,0.5,high->low,27.2,25.1,no_change
348,compound_417,compound_414,CCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.74472749489669,2.17392519729917,"(0.3, 0.5]",0.66,0.5,high->low,30.0,25.1,no_change
349,compound_418,compound_414,CCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,1.92081875395238,2.17392519729917,"(0.1, 0.3]",0.71,0.5,high->low,28.2,25.1,no_change
350,compound_219,compound_403,CCCCCCCCOC(CO)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.2841155529022203,3.3187587626244106,"(0.9, 1.1]",0.29084551334381104,0.38,no_change,24.7,24.1,no_change
351,compound_222,compound_403,CCCCCCCCOCCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.30980391997149,3.3187587626244106,"(0.9, 1.1]",0.32,0.38,no_change,26.8,24.1,no_change
352,compound_41,compound_403,CCCCCCCCC(O)CCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.63827216398241,3.3187587626244106,"(0.5, 0.7]",0.32,0.38,no_change,23.4,24.1,no_change
354,compound_221,compound_403,CCCCCCCCOCC(O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.23702150913226,3.3187587626244106,"(0.9, 1.1]",0.310876071453094,0.38,no_change,25.8095703125,24.1,no_change
355,compound_414,compound_403,CCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.17392519729917,3.3187587626244106,"(1.1, 1.3]",0.5,0.38,no_change,25.1,24.1,no_change
356,compound_398,compound_403,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.23657200643706,3.3187587626244106,"(0.9, 1.1]",0.32,0.38,no_change,24.5,24.1,no_change
357,compound_220,compound_403,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.1739900222089,3.3187587626244106,"(1.1, 1.3]",0.503244996070862,0.38,no_change,28.7951927185059,24.1,no_change
358,compound_223,compound_403,CCCCCCCCOCCOCCOCCO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.30980391997149,3.3187587626244106,"(0.9, 1.1]",0.32,0.38,no_change,27.0,24.1,no_change
359,compound_403,compound_406,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,3.3187587626244106,3.42021640338319,"(0.1, 0.3]",0.38,0.44,no_change,24.1,34.8,low->high
360,compound_407,compound_403,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.744727494896689,3.3187587626244106,"(0.5, 0.7]",0.42,0.38,no_change,29.3,24.1,no_change
361,compound_408,compound_403,CCCCCCCCSC[C@H](O)[C@H](O)[C@@H](O)CO,CCCCCCCCSC(O)[C@H]1OC(=O)[C@@H](O)[C@@H]1O,2.92081875395238,3.3187587626244106,"(0.3, 0.5]",0.46,0.38,no_change,33.0,24.1,high->low
362,compound_398,compound_41,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCC(O)CCO,2.23657200643706,2.63827216398241,"(0.3, 0.5]",0.32,0.32,no_change,24.5,23.4,no_change
364,compound_397,compound_398,CCCCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCCCOC[C@@H](O)CO,2.23657200643706,2.23657200643706,"(-0.1, 0.1]",0.459313869476318,0.32,no_change,28.9949760437012,24.5,no_change
365,compound_220,compound_398,CCCCCCCCOC1[CH][C@H](O)[C@@H](O)C(O)O1,CCCCCCCCOC[C@@H](O)CO,2.1739900222089,2.23657200643706,"(-0.1, 0.1]",0.503244996070862,0.32,no_change,28.7951927185059,24.5,no_change
366,compound_398,compound_228,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCOC1[CH][C@H](O)[C@@H](O)C(O)O1,2.23657200643706,2.35704112059021,"(0.1, 0.3]",0.32,0.5243055820465089,no_change,24.5,29.835336685180696,no_change
367,compound_398,compound_223,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCOCCOCCOCCO,2.23657200643706,2.30980391997149,"(-0.1, 0.1]",0.32,0.32,no_change,24.5,27.0,no_change
368,compound_398,compound_406,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@@H](O)CO,2.23657200643706,3.42021640338319,"(1.1, 1.3]",0.32,0.44,no_change,24.5,34.8,low->high
369,compound_398,compound_407,CCCCCCCCOC[C@@H](O)CO,CCCCCCCCSC[C@@H](O)[C@@H](O)[C@H](O)CO,2.23657200643706,2.744727494896689,"(0.5, 0.7]",0.32,0.42,no_change,24.5,29.3,no_change
